"timestamp","latency"
"18","1645124946314"
"18","1645124988775"
"18","1645125070710"
"18","1645125087745"
"19","1645124997563"
"19","1645125014589"
"19","1645125032339"
"19","1645125041318"
"19","1645125070711"
"19","1645125070712"
"19","1645125083213"
"19","1645125086177"
"19","1645125089746"
"19","1645125114555"
"19","1645125129489"
"20","1645124958078"
"20","1645124959144"
"20","1645124998074"
"20","1645125001197"
"20","1645125014120"
"20","1645125035718"
"20","1645125047906"
"20","1645125047996"
"20","1645125049612"
"20","1645125054265"
"20","1645125054451"
"20","1645125069009"
"20","1645125070711"
"20","1645125074294"
"20","1645125078419"
"20","1645125083213"
"20","1645125086072"
"20","1645125086177"
"20","1645125089746"
"20","1645125098524"
"20","1645125106452"
"20","1645125106452"
"20","1645125112716"
"20","1645125114228"
"20","1645125114431"
"20","1645125116731"
"21","1645124959418"
"21","1645124963600"
"21","1645124965794"
"21","1645124966531"
"21","1645124967410"
"21","1645124975147"
"21","1645124975567"
"21","1645124976035"
"21","1645124989722"
"21","1645124994152"
"21","1645124999335"
"21","1645124999710"
"21","1645125002816"
"21","1645125003830"
"21","1645125003894"
"21","1645125010958"
"21","1645125011042"
"21","1645125011080"
"21","1645125012307"
"21","1645125014129"
"21","1645125017409"
"21","1645125021278"
"21","1645125023065"
"21","1645125023251"
"21","1645125024271"
"21","1645125026063"
"21","1645125026288"
"21","1645125026465"
"21","1645125031703"
"21","1645125032077"
"21","1645125033957"
"21","1645125036447"
"21","1645125036447"
"21","1645125038520"
"21","1645125039583"
"21","1645125047363"
"21","1645125047633"
"21","1645125049168"
"21","1645125049386"
"21","1645125055371"
"21","1645125060267"
"21","1645125062543"
"21","1645125062545"
"21","1645125063587"
"21","1645125063800"
"21","1645125066953"
"21","1645125066954"
"21","1645125067790"
"21","1645125069487"
"21","1645125073136"
"21","1645125076495"
"21","1645125077923"
"21","1645125078031"
"21","1645125086072"
"21","1645125087406"
"21","1645125089289"
"21","1645125091271"
"21","1645125098524"
"21","1645125099940"
"21","1645125100747"
"21","1645125106141"
"21","1645125106452"
"21","1645125110859"
"21","1645125110859"
"21","1645125110977"
"21","1645125110977"
"21","1645125112708"
"21","1645125113488"
"21","1645125113634"
"21","1645125114228"
"21","1645125116733"
"21","1645125116924"
"21","1645125117141"
"21","1645125117544"
"21","1645125117544"
"21","1645125119457"
"21","1645125126365"
"21","1645125128102"
"21","1645125133810"
"21","1645125135113"
"22","1645124946499"
"22","1645124948454"
"22","1645124950290"
"22","1645124951194"
"22","1645124952024"
"22","1645124952582"
"22","1645124952810"
"22","1645124953702"
"22","1645124959485"
"22","1645124959532"
"22","1645124959537"
"22","1645124959537"
"22","1645124959537"
"22","1645124960041"
"22","1645124960192"
"22","1645124960271"
"22","1645124961146"
"22","1645124961146"
"22","1645124962676"
"22","1645124962676"
"22","1645124965158"
"22","1645124966726"
"22","1645124969355"
"22","1645124971640"
"22","1645124971881"
"22","1645124972586"
"22","1645124972625"
"22","1645124974363"
"22","1645124975142"
"22","1645124975210"
"22","1645124975386"
"22","1645124975513"
"22","1645124975513"
"22","1645124975565"
"22","1645124975567"
"22","1645124975567"
"22","1645124975595"
"22","1645124979151"
"22","1645124979363"
"22","1645124979363"
"22","1645124979746"
"22","1645124979919"
"22","1645124979919"
"22","1645124980097"
"22","1645124980097"
"22","1645124980097"
"22","1645124980632"
"22","1645124981048"
"22","1645124986384"
"22","1645124986384"
"22","1645124986510"
"22","1645124989676"
"22","1645124994323"
"22","1645124994552"
"22","1645124995155"
"22","1645124995646"
"22","1645124996063"
"22","1645124997394"
"22","1645124998096"
"22","1645124998218"
"22","1645124998240"
"22","1645124998668"
"22","1645124999564"
"22","1645124999564"
"22","1645124999594"
"22","1645125000626"
"22","1645125001873"
"22","1645125002733"
"22","1645125003830"
"22","1645125004665"
"22","1645125005448"
"22","1645125005816"
"22","1645125006732"
"22","1645125006732"
"22","1645125006840"
"22","1645125007369"
"22","1645125009008"
"22","1645125009057"
"22","1645125012313"
"22","1645125012413"
"22","1645125014130"
"22","1645125014288"
"22","1645125014288"
"22","1645125014665"
"22","1645125014665"
"22","1645125016273"
"22","1645125017624"
"22","1645125017624"
"22","1645125018337"
"22","1645125018904"
"22","1645125018904"
"22","1645125021901"
"22","1645125021901"
"22","1645125021901"
"22","1645125022215"
"22","1645125023065"
"22","1645125026673"
"22","1645125030176"
"22","1645125030465"
"22","1645125030465"
"22","1645125030465"
"22","1645125032077"
"22","1645125032615"
"22","1645125032615"
"22","1645125035697"
"22","1645125035736"
"22","1645125036454"
"22","1645125036768"
"22","1645125037631"
"22","1645125038216"
"22","1645125039583"
"22","1645125040011"
"22","1645125040091"
"22","1645125040091"
"22","1645125041634"
"22","1645125041635"
"22","1645125041786"
"22","1645125043571"
"22","1645125047363"
"22","1645125047633"
"22","1645125050222"
"22","1645125051897"
"22","1645125051897"
"22","1645125054228"
"22","1645125059001"
"22","1645125060038"
"22","1645125060409"
"22","1645125062545"
"22","1645125063004"
"22","1645125063004"
"22","1645125067050"
"22","1645125067573"
"22","1645125068559"
"22","1645125068974"
"22","1645125068973"
"22","1645125074143"
"22","1645125075876"
"22","1645125076274"
"22","1645125076274"
"22","1645125076495"
"22","1645125076495"
"22","1645125077255"
"22","1645125077926"
"22","1645125078030"
"22","1645125078425"
"22","1645125079240"
"22","1645125079706"
"22","1645125083861"
"22","1645125084415"
"22","1645125084706"
"22","1645125089520"
"22","1645125094414"
"22","1645125098526"
"22","1645125102171"
"22","1645125104203"
"22","1645125104207"
"22","1645125105249"
"22","1645125106230"
"22","1645125110859"
"22","1645125110977"
"22","1645125111423"
"22","1645125112267"
"22","1645125112717"
"22","1645125113636"
"22","1645125116927"
"22","1645125117544"
"22","1645125118973"
"22","1645125118973"
"22","1645125118973"
"22","1645125120996"
"22","1645125122649"
"22","1645125122730"
"22","1645125123146"
"22","1645125123759"
"22","1645125123759"
"22","1645125124640"
"22","1645125124889"
"22","1645125127678"
"22","1645125129093"
"22","1645125130801"
"22","1645125131032"
"22","1645125131119"
"22","1645125131648"
"22","1645125133809"
"22","1645125136199"
"23","1645124945281"
"23","1645124945359"
"23","1645124945359"
"23","1645124945359"
"23","1645124945359"
"23","1645124945359"
"23","1645124946320"
"23","1645124946320"
"23","1645124946320"
"23","1645124946499"
"23","1645124947079"
"23","1645124947079"
"23","1645124947972"
"23","1645124948381"
"23","1645124948558"
"23","1645124949396"
"23","1645124950094"
"23","1645124950094"
"23","1645124950197"
"23","1645124951195"
"23","1645124951837"
"23","1645124951941"
"23","1645124952056"
"23","1645124952153"
"23","1645124952350"
"23","1645124952582"
"23","1645124952810"
"23","1645124953705"
"23","1645124953705"
"23","1645124955303"
"23","1645124958940"
"23","1645124958940"
"23","1645124959027"
"23","1645124959441"
"23","1645124960223"
"23","1645124960223"
"23","1645124960313"
"23","1645124960655"
"23","1645124960678"
"23","1645124961731"
"23","1645124961731"
"23","1645124962052"
"23","1645124962052"
"23","1645124962139"
"23","1645124962139"
"23","1645124962466"
"23","1645124962513"
"23","1645124962797"
"23","1645124962979"
"23","1645124964650"
"23","1645124965034"
"23","1645124966403"
"23","1645124966403"
"23","1645124966455"
"23","1645124967239"
"23","1645124967239"
"23","1645124967239"
"23","1645124967971"
"23","1645124967971"
"23","1645124968186"
"23","1645124968852"
"23","1645124968852"
"23","1645124969071"
"23","1645124969071"
"23","1645124969445"
"23","1645124969742"
"23","1645124970259"
"23","1645124970491"
"23","1645124970491"
"23","1645124970492"
"23","1645124970978"
"23","1645124972477"
"23","1645124972625"
"23","1645124972625"
"23","1645124974320"
"23","1645124974320"
"23","1645124975309"
"23","1645124975590"
"23","1645124975590"
"23","1645124975590"
"23","1645124975641"
"23","1645124975641"
"23","1645124975913"
"23","1645124975936"
"23","1645124977317"
"23","1645124977317"
"23","1645124977732"
"23","1645124978708"
"23","1645124978708"
"23","1645124978708"
"23","1645124978709"
"23","1645124978709"
"23","1645124979519"
"23","1645124979542"
"23","1645124979901"
"23","1645124980601"
"23","1645124980710"
"23","1645124981199"
"23","1645124981499"
"23","1645124982208"
"23","1645124982280"
"23","1645124982364"
"23","1645124982748"
"23","1645124983173"
"23","1645124983338"
"23","1645124983338"
"23","1645124985725"
"23","1645124986091"
"23","1645124986384"
"23","1645124987393"
"23","1645124987718"
"23","1645124988318"
"23","1645124988318"
"23","1645124988325"
"23","1645124988325"
"23","1645124988325"
"23","1645124988383"
"23","1645124988383"
"23","1645124988843"
"23","1645124989330"
"23","1645124989439"
"23","1645124989439"
"23","1645124990349"
"23","1645124990510"
"23","1645124990727"
"23","1645124990837"
"23","1645124990837"
"23","1645124990956"
"23","1645124992319"
"23","1645124992373"
"23","1645124992373"
"23","1645124992626"
"23","1645124993043"
"23","1645124993324"
"23","1645124994317"
"23","1645124994449"
"23","1645124994527"
"23","1645124994761"
"23","1645124995624"
"23","1645124996127"
"23","1645124996398"
"23","1645124996398"
"23","1645124996442"
"23","1645124996611"
"23","1645124996611"
"23","1645124997075"
"23","1645124997281"
"23","1645124997281"
"23","1645124997613"
"23","1645124997720"
"23","1645124998009"
"23","1645124998144"
"23","1645124998144"
"23","1645124998196"
"23","1645124998235"
"23","1645124998235"
"23","1645124998240"
"23","1645124998258"
"23","1645124998440"
"23","1645124998529"
"23","1645124999021"
"23","1645124999021"
"23","1645124999051"
"23","1645124999087"
"23","1645124999087"
"23","1645124999121"
"23","1645124999386"
"23","1645124999386"
"23","1645124999660"
"23","1645124999695"
"23","1645125000282"
"23","1645125000520"
"23","1645125000520"
"23","1645125001112"
"23","1645125001176"
"23","1645125001507"
"23","1645125001688"
"23","1645125001999"
"23","1645125002588"
"23","1645125002817"
"23","1645125002945"
"23","1645125003484"
"23","1645125003535"
"23","1645125003644"
"23","1645125003897"
"23","1645125004248"
"23","1645125004840"
"23","1645125004864"
"23","1645125005158"
"23","1645125005426"
"23","1645125005577"
"23","1645125005816"
"23","1645125006019"
"23","1645125006106"
"23","1645125006819"
"23","1645125006862"
"23","1645125006881"
"23","1645125007021"
"23","1645125007021"
"23","1645125007069"
"23","1645125007069"
"23","1645125007093"
"23","1645125007369"
"23","1645125007380"
"23","1645125007380"
"23","1645125007908"
"23","1645125009008"
"23","1645125009008"
"23","1645125009089"
"23","1645125009089"
"23","1645125009166"
"23","1645125009290"
"23","1645125009313"
"23","1645125009575"
"23","1645125009575"
"23","1645125010013"
"23","1645125010326"
"23","1645125010821"
"23","1645125011007"
"23","1645125011819"
"23","1645125011819"
"23","1645125011819"
"23","1645125012330"
"23","1645125012818"
"23","1645125013053"
"23","1645125013194"
"23","1645125015176"
"23","1645125016323"
"23","1645125016655"
"23","1645125016678"
"23","1645125017502"
"23","1645125017624"
"23","1645125017677"
"23","1645125017677"
"23","1645125017677"
"23","1645125017792"
"23","1645125017816"
"23","1645125018366"
"23","1645125018825"
"23","1645125018904"
"23","1645125019112"
"23","1645125020658"
"23","1645125021902"
"23","1645125022097"
"23","1645125022501"
"23","1645125022557"
"23","1645125023199"
"23","1645125023741"
"23","1645125023741"
"23","1645125024294"
"23","1645125024365"
"23","1645125024477"
"23","1645125024528"
"23","1645125025597"
"23","1645125025597"
"23","1645125026288"
"23","1645125027333"
"23","1645125031703"
"23","1645125031885"
"23","1645125031990"
"23","1645125032343"
"23","1645125032343"
"23","1645125033741"
"23","1645125033997"
"23","1645125035822"
"23","1645125035822"
"23","1645125036227"
"23","1645125036227"
"23","1645125036448"
"23","1645125037121"
"23","1645125037122"
"23","1645125037840"
"23","1645125038153"
"23","1645125038958"
"23","1645125038958"
"23","1645125039279"
"23","1645125039583"
"23","1645125041196"
"23","1645125041203"
"23","1645125041636"
"23","1645125042081"
"23","1645125042365"
"23","1645125042539"
"23","1645125042770"
"23","1645125043188"
"23","1645125043606"
"23","1645125043960"
"23","1645125045979"
"23","1645125047365"
"23","1645125050222"
"23","1645125050425"
"23","1645125051874"
"23","1645125051897"
"23","1645125053943"
"23","1645125054269"
"23","1645125056217"
"23","1645125056590"
"23","1645125057050"
"23","1645125057556"
"23","1645125058320"
"23","1645125058320"
"23","1645125058374"
"23","1645125058873"
"23","1645125060039"
"23","1645125060148"
"23","1645125060475"
"23","1645125060816"
"23","1645125060816"
"23","1645125061902"
"23","1645125061902"
"23","1645125062238"
"23","1645125062543"
"23","1645125062892"
"23","1645125063004"
"23","1645125063037"
"23","1645125063433"
"23","1645125063588"
"23","1645125063655"
"23","1645125065353"
"23","1645125065710"
"23","1645125067573"
"23","1645125067755"
"23","1645125067790"
"23","1645125067796"
"23","1645125068170"
"23","1645125068974"
"23","1645125069724"
"23","1645125070201"
"23","1645125070232"
"23","1645125070433"
"23","1645125070521"
"23","1645125070717"
"23","1645125070747"
"23","1645125072093"
"23","1645125073125"
"23","1645125073502"
"23","1645125073599"
"23","1645125073683"
"23","1645125074511"
"23","1645125074547"
"23","1645125075009"
"23","1645125075107"
"23","1645125075264"
"23","1645125075952"
"23","1645125075952"
"23","1645125076497"
"23","1645125077877"
"23","1645125077877"
"23","1645125077926"
"23","1645125078030"
"23","1645125078031"
"23","1645125078336"
"23","1645125078872"
"23","1645125078958"
"23","1645125079219"
"23","1645125079979"
"23","1645125080416"
"23","1645125081819"
"23","1645125083218"
"23","1645125083218"
"23","1645125083327"
"23","1645125083621"
"23","1645125083621"
"23","1645125083625"
"23","1645125083681"
"23","1645125084421"
"23","1645125085191"
"23","1645125085191"
"23","1645125085459"
"23","1645125085645"
"23","1645125085987"
"23","1645125086575"
"23","1645125086575"
"23","1645125086700"
"23","1645125086704"
"23","1645125087407"
"23","1645125087990"
"23","1645125088046"
"23","1645125089753"
"23","1645125092219"
"23","1645125094414"
"23","1645125095651"
"23","1645125101639"
"23","1645125102163"
"23","1645125102171"
"23","1645125102413"
"23","1645125102699"
"23","1645125102838"
"23","1645125103209"
"23","1645125103422"
"23","1645125103422"
"23","1645125103715"
